row_id,country,is_urban,age,female,married,religion,relationship_to_hh_head,education_level,literacy,can_add,can_divide,can_calc_percents,can_calc_compounding,employed_last_year,employment_category_last_year,employment_type_last_year,share_hh_income_provided,income_ag_livestock_last_year,income_friends_family_last_year,income_government_last_year,income_own_business_last_year,income_private_sector_last_year,income_public_sector_last_year,num_times_borrowed_last_year,borrowing_recency,formal_savings,informal_savings,cash_property_savings,has_insurance,has_investment,bank_interest_rate,mm_interest_rate,mfi_interest_rate,other_fsp_interest_rate,num_shocks_last_year,avg_shock_strength_last_year,borrowed_for_emergency_last_year,borrowed_for_daily_expenses_last_year,borrowed_for_home_or_biz_last_year,phone_technology,can_call,can_text,can_use_internet,can_make_transaction,phone_ownership,advanced_phone_use,reg_bank_acct,reg_mm_acct,reg_formal_nbfi_account,financially_included,active_bank_user,active_mm_user,active_formal_nbfi_user,active_informal_nbfi_user,nonreg_active_mm_user,num_formal_institutions_last_year,num_informal_institutions_last_year,num_financial_activities_last_year
1551,A,False,16.0,True,False,Q,Son/Daughter,2.0,True,True,True,False,False,False,housewife_or_student,not_working,1.0,True,False,False,False,False,False,1,2,False,False,False,False,False,,,,,3,3.0,True,False,False,0,True,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0
1552,C,False,23.0,False,False,P,Head,2.0,True,True,True,True,False,True,employed,salaried,2.0,False,False,False,False,False,False,0,0,False,False,True,False,False,,,,,0,0.0,False,False,False,1,False,True,False,False,2,False,True,False,False,True,True,False,False,False,False,1,0,1
1553,C,False,45.0,False,True,P,Head,0.0,True,True,True,True,True,True,employed,self_employed,5.0,True,False,False,False,False,False,2,2,False,False,False,False,False,,,,,3,4.0,False,False,True,2,True,False,False,False,2,False,True,False,False,True,False,False,False,False,False,0,0,1
1554,J,False,58.0,True,False,X,Head,0.0,False,True,True,False,False,True,employed,irregular_seasonal,3.0,True,True,False,False,False,False,1,2,False,True,True,False,True,,,,,5,4.6,True,True,True,0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
1555,C,False,25.0,False,False,P,Other,3.0,True,True,True,True,True,True,employed,self_employed,2.0,True,False,False,False,False,False,2,2,False,False,False,True,False,,,,,1,2.0,False,False,False,3,False,False,False,True,2,True,False,False,False,False,False,False,False,False,False,0,0,0
1556,A,False,36.0,False,True,Q,Head,0.0,False,True,True,False,True,True,employed,self_employed,2.0,True,False,False,False,False,False,1,2,False,False,False,False,False,,,,,1,4.0,True,False,False,0,True,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
1557,I,False,18.0,False,False,Q,Son/Daughter,0.0,False,True,True,False,False,False,unemployed,not_working,1.0,False,True,False,False,False,False,0,0,False,False,False,False,False,,,,,0,0.0,False,False,False,1,True,True,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0
1558,D,False,50.0,False,True,Q,Head,1.0,True,False,True,False,False,True,employed,self_employed,5.0,False,False,False,False,False,False,0,0,False,False,True,False,False,,,,,0,0.0,False,False,False,0,True,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
1559,C,True,49.0,False,True,P,Head,2.0,True,False,False,False,False,True,employed,irregular_seasonal,3.0,False,False,False,True,True,True,1,2,True,False,False,False,False,,,,,0,0.0,False,False,False,3,True,True,True,False,2,True,True,False,False,True,True,False,False,False,False,1,0,1
1560,D,True,18.0,True,False,Q,Other,3.0,True,True,False,False,True,False,housewife_or_student,not_working,1.0,True,True,False,False,False,False,0,0,True,False,True,False,False,,,,,2,3.5,False,False,False,2,True,True,True,True,2,True,False,True,False,True,False,True,False,False,False,1,0,5
1561,J,True,50.0,False,True,X,Head,2.0,True,True,True,True,True,True,employed,salaried,5.0,False,False,False,False,True,False,2,2,False,False,False,False,False,,,,,1,5.0,True,False,False,2,True,False,False,True,2,False,False,True,True,True,False,True,True,False,False,2,0,4
1562,D,False,44.0,False,True,X,Head,2.0,True,True,True,True,False,True,employed,irregular_seasonal,5.0,True,False,False,False,True,False,1,2,False,False,False,False,False,,,,,3,4.333333333333333,True,False,True,2,True,True,False,False,2,False,False,True,True,True,False,True,True,False,False,2,0,1
1563,A,False,76.0,False,True,Q,Father/Mother,0.0,False,False,False,False,False,False,retired_or_disabled,not_working,1.0,False,True,False,False,False,False,2,2,False,False,False,False,False,,,,,0,0.0,True,True,False,0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
1564,F,False,25.0,True,True,Q,Spouse,,False,True,True,True,False,True,employed,self_employed,3.0,False,True,True,False,False,False,1,2,False,False,True,False,False,,,,,1,4.0,True,True,False,2,False,False,False,False,2,True,False,False,False,False,False,False,False,False,False,0,0,0
1565,I,False,35.0,False,True,Q,Head,1.0,True,True,True,True,True,True,employed,salaried,3.0,True,False,False,True,False,False,1,2,False,False,False,False,False,,,,,2,1.0,True,False,False,1,True,True,True,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0
1566,D,False,24.0,False,True,Q,Head,1.0,True,True,True,False,True,True,employed,self_employed,5.0,False,False,False,False,False,False,1,2,True,False,True,False,False,,,,,0,0.0,False,False,False,3,True,True,False,True,2,True,False,True,False,True,False,True,False,False,False,1,0,2
1567,J,True,23.0,True,True,X,Spouse,2.0,True,False,True,True,True,True,employed,irregular_seasonal,2.0,False,False,False,True,False,False,1,2,False,False,False,False,False,,,,,1,2.0,True,False,True,2,True,True,False,True,2,True,False,True,False,True,False,True,False,False,False,1,0,5
1568,D,True,27.0,True,False,X,Head,2.0,True,True,True,True,True,True,employed,self_employed,5.0,False,False,False,False,False,False,0,0,True,False,False,False,False,,,,,1,5.0,False,False,False,1,True,True,True,True,2,True,False,True,False,True,False,True,False,False,False,1,0,3
1569,C,False,58.0,True,True,P,Spouse,1.0,False,True,True,True,False,False,housewife_or_student,not_working,5.0,False,False,False,False,False,False,2,2,False,False,False,False,False,,,,,0,0.0,False,False,False,0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,0,0,0
1570,G,False,22.0,True,True,X,Spouse,0.0,False,True,True,False,False,False,other,other,2.0,True,False,False,False,False,False,0,0,False,False,True,False,True,,,,,1,5.0,False,False,False,3,True,False,False,False,2,False,False,True,False,True,False,False,False,False,False,0,0,0
1571,I,False,30.0,False,True,Q,Son/Daughter,1.0,True,True,True,False,True,True,employed,self_employed,5.0,True,False,False,True,False,False,1,2,False,False,True,False,False,,,,,1,4.0,True,False,False,2,True,True,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0
1572,C,True,39.0,True,True,P,Spouse,2.0,True,True,True,True,False,False,housewife_or_student,not_working,1.0,True,False,False,False,False,False,0,0,True,False,True,False,False,,,,,1,4.0,False,False,False,2,True,False,False,False,2,False,True,False,False,True,True,False,False,False,False,2,0,2
1573,D,True,28.0,True,True,Q,Spouse,1.0,True,False,False,False,True,True,employed,self_employed,2.0,False,False,False,True,False,False,0,0,True,True,True,False,True,,,,,0,0.0,False,False,False,3,True,True,True,True,2,True,False,True,False,True,False,True,False,True,False,1,1,5
1574,J,False,60.0,False,False,X,Head,0.0,False,True,False,False,False,True,employed,irregular_seasonal,2.0,True,False,False,False,False,False,3,2,False,True,True,False,False,,,,,2,1.5,False,False,False,0,True,False,False,False,1,False,False,False,False,False,False,False,False,True,False,0,1,0
1575,C,False,35.0,True,True,P,Spouse,0.0,True,True,True,False,False,False,housewife_or_student,not_working,2.0,False,False,False,False,False,False,0,0,False,True,False,False,False,,,,,0,0.0,False,False,False,1,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0
1576,C,False,25.0,True,True,P,Spouse,2.0,True,True,True,True,True,True,employed,salaried,4.0,False,False,False,False,True,False,1,2,True,False,True,True,True,,,,,1,4.0,True,True,True,3,True,True,True,True,2,True,True,False,False,True,True,False,False,False,False,2,0,5
1577,J,True,27.0,True,True,X,Spouse,2.0,False,True,True,False,True,True,employed,salaried,2.0,True,True,False,True,False,False,0,1,True,True,True,False,True,,,,,2,1.0,False,False,False,2,True,True,True,True,2,True,False,True,False,True,False,True,False,True,False,1,1,5
1578,D,False,21.0,True,False,X,Son/Daughter,2.0,True,True,False,False,True,False,other,other,2.0,True,False,False,False,False,False,1,2,False,False,False,False,False,,,,,1,5.0,True,False,False,1,True,True,True,True,2,True,False,True,False,True,False,True,False,False,False,2,0,6
1579,I,False,32.0,True,True,Q,Spouse,0.0,False,False,True,False,False,False,housewife_or_student,not_working,1.0,False,True,False,False,False,False,0,0,False,False,False,False,False,,,,,0,0.0,False,False,False,0,True,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
1580,G,True,19.0,True,True,X,Spouse,1.0,True,True,True,True,True,False,housewife_or_student,not_working,2.0,False,True,False,False,False,False,0,0,True,False,True,False,False,,,,,1,3.0,False,False,False,1,True,True,True,True,2,True,False,False,False,False,False,False,False,False,True,1,0,2
1581,C,False,19.0,True,False,P,Son/Daughter,3.0,True,True,True,True,True,False,housewife_or_student,not_working,4.0,False,False,False,False,False,False,0,0,True,False,False,False,False,,,,,1,2.0,False,False,False,0,True,True,True,True,1,False,True,False,False,True,True,False,False,False,False,1,0,1
1582,A,False,45.0,True,True,Q,Spouse,0.0,False,True,True,False,True,False,housewife_or_student,not_working,1.0,False,False,False,False,False,False,1,2,False,False,False,False,False,,,,,1,2.0,False,True,False,0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
1583,J,True,27.0,False,True,X,Head,2.0,True,True,False,False,True,True,employed,salaried,5.0,True,False,False,False,False,False,3,2,False,False,False,False,False,0.0,,,,4,1.0,True,True,True,2,True,True,False,True,2,True,False,True,False,True,False,False,False,False,False,1,0,5
1584,A,True,17.0,False,False,Q,Son/Daughter,2.0,True,True,True,False,True,False,other,other,4.0,False,True,False,False,False,False,1,2,False,False,False,False,True,,,,,0,0.0,False,True,False,3,True,False,False,False,2,False,False,False,False,False,False,False,False,False,False,1,0,1
1585,J,True,54.0,True,False,X,Head,1.0,False,True,False,False,True,True,employed,self_employed,5.0,True,False,False,False,False,False,1,2,False,False,True,False,True,,,,30.0,1,4.0,False,False,True,1,True,False,False,True,2,False,False,False,False,False,False,False,False,True,False,0,1,0
1586,I,False,18.0,True,False,Q,Son/Daughter,2.0,True,True,False,False,False,False,housewife_or_student,not_working,1.0,True,True,True,False,False,False,0,0,True,True,True,False,False,,,,,2,3.5,False,False,False,0,True,True,False,False,0,False,False,True,False,True,False,True,False,False,False,1,0,2
1587,G,False,52.0,True,False,X,Head,2.0,True,True,True,True,True,True,employed,self_employed,5.0,True,True,False,True,False,False,1,2,True,False,False,True,True,,,,,3,3.0,False,False,False,2,True,True,False,True,2,False,False,True,False,True,False,True,False,False,False,1,0,5
1588,G,True,30.0,False,False,X,Head,2.0,True,True,True,False,True,True,employed,irregular_seasonal,2.0,False,False,False,False,True,False,2,2,True,True,True,True,False,,2.0,,,1,3.0,False,False,True,3,True,True,True,True,2,True,False,True,False,True,False,True,False,True,False,4,3,9
1589,F,False,32.0,True,True,X,Spouse,1.0,False,True,True,True,False,False,housewife_or_student,not_working,3.0,True,False,False,True,False,False,0,0,False,True,True,False,True,,,,,0,0.0,False,False,False,2,True,False,False,False,2,False,False,False,False,False,False,False,False,True,False,0,1,0
1590,G,False,24.0,True,True,X,Spouse,2.0,True,True,True,False,True,False,housewife_or_student,not_working,2.0,True,True,False,False,False,False,0,0,True,True,False,True,True,,,,,1,4.0,False,False,False,3,True,True,True,True,2,True,False,True,True,True,False,True,True,True,False,2,3,5
1591,F,False,25.0,False,True,Q,Father/Mother,1.0,False,True,True,False,False,True,employed,self_employed,2.0,True,True,False,True,False,False,0,1,False,False,False,False,True,,,,,1,5.0,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
1592,J,False,36.0,False,True,X,Head,3.0,True,True,True,True,False,True,employed,salaried,5.0,True,False,True,False,False,False,0,0,True,False,False,False,False,,,,,1,4.0,False,False,False,1,True,True,True,True,2,False,True,True,False,True,True,True,False,False,False,2,0,6
1593,G,True,44.0,True,True,X,Spouse,2.0,True,True,False,False,True,False,housewife_or_student,not_working,4.0,False,True,False,True,False,False,0,0,True,True,False,False,True,,,,,1,4.0,False,False,False,2,True,True,True,True,2,False,True,True,False,True,True,True,False,True,False,2,1,6
1594,C,True,65.0,True,True,P,Spouse,0.0,False,True,False,False,False,False,housewife_or_student,not_working,3.0,True,False,False,False,False,False,1,2,False,False,False,True,False,,,,,3,3.6666666666666665,False,False,False,0,False,False,False,False,0,False,True,False,False,True,True,False,False,False,False,1,0,2
1595,A,False,26.0,False,True,P,Son/Daughter,1.0,False,True,True,False,False,True,employed,self_employed,4.0,False,False,False,True,False,False,2,2,False,False,False,False,True,,,,,0,0.0,False,False,True,0,True,False,False,False,0,False,False,False,True,True,False,False,True,False,False,1,0,2
1596,A,True,55.0,False,True,Q,Head,0.0,False,True,True,True,True,True,employed,salaried,5.0,False,False,False,False,False,False,1,2,False,False,True,False,False,,,,,1,3.0,True,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
1597,C,True,38.0,True,True,P,Spouse,0.0,False,True,False,False,False,True,employed,irregular_seasonal,2.0,True,True,True,False,False,True,0,0,True,False,False,True,False,,,,,0,0.0,False,False,False,1,True,False,False,False,2,False,True,False,False,True,True,False,False,False,False,1,0,3
1598,J,True,35.0,True,True,X,Spouse,2.0,True,True,True,True,True,True,employed,self_employed,2.0,False,True,False,True,False,False,0,0,True,False,True,False,True,,,,,1,5.0,False,False,False,2,True,True,False,True,2,True,False,False,True,True,False,False,True,False,False,1,0,2
1599,I,False,21.0,True,True,Q,Spouse,0.0,False,True,True,False,False,False,housewife_or_student,not_working,,False,True,False,False,False,False,0,0,False,False,False,False,False,,,,,0,0.0,False,False,False,1,True,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0
1600,I,False,28.0,True,True,Q,Spouse,1.0,False,False,True,False,False,False,housewife_or_student,not_working,1.0,True,True,False,False,False,False,1,2,False,False,False,False,False,,,,,0,0.0,False,True,False,0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,1,0,1
1601,J,False,24.0,True,True,X,Spouse,1.0,False,True,False,True,True,True,employed,self_employed,3.0,False,False,False,True,False,False,3,2,False,False,False,False,True,,,,,4,4.0,True,True,True,2,True,False,False,False,2,False,False,False,False,False,False,False,False,True,False,0,1,0
1602,D,False,44.0,True,False,X,Spouse,1.0,True,True,True,True,True,True,employed,irregular_seasonal,3.0,True,False,False,True,False,False,0,0,False,False,True,False,True,,,,,2,5.0,False,False,False,0,True,True,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0
1603,G,True,17.0,False,False,X,Son/Daughter,2.0,True,True,True,False,True,False,housewife_or_student,not_working,1.0,False,True,False,False,False,False,0,0,False,False,True,False,False,,,,,1,5.0,False,False,False,0,True,True,True,True,0,False,False,False,False,False,False,False,False,False,False,0,0,0
1604,C,False,48.0,True,True,P,Spouse,0.0,False,True,True,False,False,True,employed,irregular_seasonal,3.0,False,False,False,False,False,False,1,2,True,False,True,True,True,,,,,0,0.0,True,False,False,1,True,False,False,False,2,False,True,False,True,True,True,False,True,False,False,2,0,2
1605,A,True,66.0,True,False,Q,Father/Mother,0.0,False,False,True,True,True,False,retired_or_disabled,not_working,1.0,False,True,False,False,False,False,0,1,False,False,True,False,False,,,,,1,4.0,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
1606,G,False,19.0,True,False,X,Son/Daughter,1.0,True,True,False,True,True,False,housewife_or_student,not_working,2.0,True,False,False,False,False,False,1,2,True,True,True,False,True,,,,,3,5.0,True,True,True,2,True,True,False,True,2,False,False,False,False,False,False,False,False,False,True,1,1,2
1607,D,False,25.0,True,True,X,Spouse,2.0,True,False,True,True,True,True,employed,self_employed,3.0,True,False,False,True,False,False,1,2,False,True,True,True,True,,,,,4,2.75,True,False,False,0,True,True,False,False,1,False,False,False,False,False,False,False,False,True,False,0,1,0
1608,G,False,37.0,True,True,X,Spouse,0.0,False,True,True,False,False,True,employed,irregular_seasonal,2.0,False,False,False,False,False,False,0,0,False,False,True,False,True,,,,,3,1.6666666666666667,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
1609,J,False,17.0,True,False,Q,Son/Daughter,1.0,False,True,True,False,False,False,housewife_or_student,not_working,1.0,False,True,False,False,False,False,0,0,False,False,False,False,False,,,,,2,4.0,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
1610,D,False,25.0,True,False,X,Spouse,1.0,False,True,True,True,True,True,employed,self_employed,2.0,False,False,False,True,False,False,2,2,False,False,False,False,False,,,,,0,0.0,False,False,False,1,True,True,True,True,2,True,False,True,False,True,False,True,False,False,False,1,0,4
1611,J,False,21.0,True,False,X,Son/Daughter,1.0,True,True,False,False,True,True,employed,self_employed,2.0,False,False,False,True,False,False,2,2,False,False,True,False,True,,,,,2,3.5,True,True,True,0,True,True,False,True,1,True,False,False,False,False,False,False,False,False,True,1,0,2
1612,I,False,47.0,True,True,Q,Spouse,0.0,False,True,True,False,False,False,housewife_or_student,not_working,1.0,False,True,False,False,False,False,0,0,False,False,True,False,False,,,,,0,0.0,False,False,False,1,True,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0
1613,G,True,30.0,False,False,X,Head,2.0,True,True,True,True,True,True,employed,salaried,5.0,False,True,False,False,True,False,0,0,True,False,False,False,True,,,,,0,0.0,False,True,False,3,True,True,True,True,2,True,True,True,False,True,True,True,False,False,False,2,0,5
1614,D,False,42.0,False,True,Q,Head,1.0,True,True,True,False,True,True,employed,irregular_seasonal,2.0,False,False,False,True,False,False,0,0,False,False,False,False,True,,,,,1,5.0,False,False,False,1,False,False,False,False,2,False,False,True,False,True,False,False,False,False,False,0,0,0
1615,D,False,35.0,False,True,X,Head,1.0,True,True,True,True,False,True,employed,self_employed,5.0,True,False,False,True,False,False,0,0,True,True,True,True,True,,,,,2,3.5,False,False,False,2,True,True,True,True,2,True,True,True,False,True,True,True,False,False,False,2,0,6
1616,C,True,53.0,True,True,P,Spouse,1.0,True,True,True,False,False,False,housewife_or_student,not_working,3.0,False,False,True,False,False,False,2,2,True,False,False,False,False,,,,,0,0.0,False,False,False,1,False,False,False,False,2,True,True,False,False,True,True,False,False,False,False,1,0,1
1617,J,False,54.0,True,False,X,Head,1.0,True,True,False,True,False,True,employed,irregular_seasonal,3.0,True,True,False,False,False,False,3,2,False,True,True,False,False,,,,,3,5.0,True,True,True,0,False,False,False,True,1,False,False,True,True,True,False,True,False,True,False,1,1,2
1618,C,False,25.0,True,True,P,Spouse,1.0,True,True,True,True,False,False,housewife_or_student,not_working,4.0,False,False,False,False,False,False,1,2,True,False,False,True,False,100.0,,,,0,0.0,False,True,False,0,True,False,False,False,0,False,True,False,False,True,True,False,False,False,False,2,0,2
1619,G,True,33.0,True,False,X,Spouse,1.0,True,True,True,False,False,True,employed,self_employed,2.0,True,False,False,True,False,False,0,0,True,False,False,True,True,,,,,0,0.0,False,False,False,3,False,False,False,False,2,True,True,True,False,True,False,True,False,True,False,1,2,5
1620,C,True,35.0,False,True,P,Head,2.0,True,True,True,False,False,True,employed,salaried,4.0,False,False,False,True,False,False,0,0,False,False,False,True,False,,,,,0,0.0,False,False,False,1,True,False,False,False,2,False,True,False,False,True,True,False,False,False,False,2,0,0
1621,A,False,22.0,True,True,Q,Son/Daughter,2.0,True,True,True,False,True,False,housewife_or_student,not_working,1.0,False,False,False,False,False,False,1,2,False,False,False,False,False,,,,,3,4.333333333333333,True,False,False,2,True,True,False,False,2,False,False,False,True,True,False,False,True,False,True,2,0,2
1622,I,False,30.0,True,True,Q,Spouse,2.0,True,True,True,False,False,False,housewife_or_student,not_working,3.0,False,True,False,False,False,False,0,0,False,False,True,False,False,,,,,0,0.0,False,False,False,0,True,True,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
1623,D,False,60.0,True,False,X,Head,1.0,True,False,True,True,True,True,employed,irregular_seasonal,5.0,False,False,False,False,False,False,0,0,False,False,False,False,False,,,,,1,5.0,False,False,False,0,True,False,False,False,0,False,False,False,True,True,False,False,False,False,False,0,0,0
1624,D,True,28.0,True,True,X,Spouse,1.0,False,False,True,False,False,True,employed,irregular_seasonal,1.0,True,True,False,False,False,False,1,2,False,False,False,False,False,,,,,1,1.0,False,False,False,0,True,True,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0
1625,A,False,50.0,False,True,P,Head,1.0,True,True,True,True,False,True,employed,irregular_seasonal,5.0,True,False,False,False,False,False,0,1,False,False,False,False,False,10.0,,,,0,0.0,False,False,False,2,True,False,False,False,2,False,False,True,False,True,False,False,False,False,False,1,0,2
1626,J,False,26.0,False,True,Q,Head,2.0,True,True,False,False,False,True,employed,irregular_seasonal,5.0,False,False,False,True,False,False,1,2,False,False,False,False,True,,,,,1,4.0,False,True,True,0,True,True,True,False,1,False,False,False,False,False,False,False,False,False,True,1,0,3
1627,J,False,18.0,True,False,X,Sister/Brother,1.0,False,True,True,False,False,True,employed,irregular_seasonal,2.0,True,False,False,False,False,False,2,2,False,False,True,False,False,,,,,4,4.5,False,False,True,0,True,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0
1628,F,True,42.0,False,True,Q,Head,2.0,True,True,True,False,True,True,employed,salaried,2.0,True,True,False,True,False,False,0,0,True,False,False,False,True,,,,,1,2.0,False,False,False,1,True,True,True,False,2,True,True,False,False,True,True,False,False,False,False,1,0,2
1629,I,True,28.0,True,True,Q,Other,0.0,False,True,True,False,False,False,housewife_or_student,not_working,2.0,False,True,False,False,False,False,0,0,False,False,True,False,False,,,,,2,4.5,False,False,False,0,True,True,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
1630,G,False,19.0,False,False,X,Son/Daughter,2.0,True,True,True,False,True,False,housewife_or_student,not_working,1.0,True,False,False,False,False,False,0,0,False,False,False,False,False,,,,,4,4.5,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,1,0,1
1631,A,False,36.0,True,True,Q,Spouse,1.0,False,True,True,False,False,False,housewife_or_student,not_working,4.0,False,False,False,False,False,False,0,0,False,False,False,False,False,,,,,0,0.0,False,False,False,0,False,False,False,False,1,False,False,False,False,False,False,False,False,False,True,1,0,1
1632,G,False,71.0,True,False,X,Head,1.0,False,True,True,True,True,True,employed,self_employed,3.0,True,False,False,True,False,False,0,0,True,False,True,True,False,,,,,2,3.0,False,False,False,1,True,False,False,False,2,False,False,True,False,True,False,True,False,True,False,1,1,5
1633,D,True,28.0,True,False,Q,Head,2.0,True,True,True,False,True,True,employed,self_employed,5.0,False,True,False,True,False,False,1,2,True,False,True,False,False,,,,,1,2.0,True,False,False,3,True,True,True,True,2,True,True,True,False,True,True,True,False,False,False,2,0,4
1634,A,True,36.0,True,True,Q,Spouse,1.0,True,True,True,True,True,False,housewife_or_student,not_working,1.0,False,False,False,False,False,False,0,0,False,False,True,False,True,,,,,1,4.0,False,False,False,1,True,True,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0
1635,F,False,20.0,False,True,X,Head,0.0,False,True,True,False,False,False,other,other,5.0,True,False,False,True,False,False,0,0,False,True,False,False,True,,,,,0,0.0,False,False,False,2,True,True,False,False,2,True,False,False,False,False,False,False,False,True,False,0,1,0
1636,I,False,30.0,True,True,Q,Spouse,0.0,False,True,True,True,False,False,housewife_or_student,not_working,5.0,False,True,False,False,False,False,1,2,True,False,True,False,False,,,,,1,5.0,False,True,False,0,True,False,False,False,1,False,False,False,True,True,False,False,False,False,True,1,0,1
1637,G,False,38.0,False,True,X,Head,2.0,True,True,True,False,True,True,employed,salaried,2.0,True,True,False,False,True,False,0,0,False,True,True,False,True,,,,,1,3.0,False,False,False,2,True,True,True,False,2,False,False,True,False,True,False,True,False,False,False,1,0,5
1638,A,False,36.0,True,True,P,Spouse,1.0,False,True,True,False,False,False,housewife_or_student,not_working,1.0,False,False,False,False,False,False,1,2,False,False,False,False,False,,,,,0,0.0,True,False,False,0,True,False,False,False,0,False,False,False,True,True,False,False,False,False,False,1,0,3
1639,A,False,46.0,True,False,Q,Father/Mother,0.0,False,True,True,False,False,False,housewife_or_student,not_working,1.0,False,False,False,False,False,False,0,1,False,False,True,False,False,,,,,1,4.0,False,False,False,1,True,False,False,False,2,False,False,False,True,True,False,False,False,False,False,0,0,0
1640,I,True,31.0,True,True,Q,Spouse,1.0,True,True,True,False,False,False,housewife_or_student,not_working,1.0,False,True,False,False,False,False,1,2,False,False,False,False,False,,,,,0,0.0,False,True,False,1,True,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0
1641,A,False,43.0,True,False,Q,Head,0.0,False,False,False,True,False,False,housewife_or_student,not_working,1.0,False,True,False,False,False,False,0,0,False,False,True,False,False,,,,,2,4.0,False,False,False,2,False,False,False,False,2,False,False,True,False,True,False,True,False,False,False,1,0,3
1642,I,False,35.0,True,True,Q,Spouse,2.0,True,True,True,False,False,False,housewife_or_student,not_working,1.0,True,True,False,False,False,False,0,0,False,True,True,False,False,,,,,0,0.0,False,False,False,3,True,True,True,False,2,False,False,False,False,False,False,False,False,True,False,0,1,0
1643,I,True,38.0,False,True,Q,Head,2.0,True,True,True,False,True,True,employed,salaried,5.0,False,False,False,False,True,False,0,0,False,False,True,False,False,,,,,0,0.0,False,False,False,1,True,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0
1644,G,False,54.0,True,False,X,Head,1.0,False,True,True,True,False,False,other,other,5.0,True,False,False,False,False,False,0,0,False,True,True,False,False,,,,,1,2.0,False,False,False,0,False,False,False,True,0,False,False,True,False,True,False,True,False,True,False,1,1,2
1645,G,False,79.0,False,True,N,Head,1.0,False,True,True,False,True,True,employed,irregular_seasonal,5.0,True,True,False,False,False,False,1,2,False,False,True,False,False,,,,,3,4.0,True,False,False,0,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0
1646,G,False,32.0,True,True,X,Head,2.0,True,True,True,False,False,True,employed,self_employed,2.0,False,True,False,True,False,False,0,0,True,True,False,False,True,,,,,2,4.5,False,False,False,3,True,True,True,True,2,False,False,True,False,True,False,True,False,True,False,1,2,5
1647,G,True,29.0,True,False,X,Head,2.0,True,True,True,False,False,True,employed,salaried,3.0,False,False,False,False,False,True,1,2,True,False,False,False,False,,,,,0,0.0,True,False,True,1,True,True,False,True,2,False,True,True,False,True,True,True,False,True,False,2,1,6
1648,C,True,18.0,False,False,P,Son/Daughter,2.0,True,True,True,True,True,True,employed,irregular_seasonal,3.0,False,False,False,False,False,False,2,2,False,False,False,False,False,,,,,0,0.0,False,False,False,0,False,True,True,True,0,False,False,False,False,False,False,False,False,False,False,0,0,0
1649,D,True,45.0,True,False,X,Head,1.0,True,False,True,True,True,True,employed,salaried,5.0,True,False,False,True,False,False,0,0,False,False,True,False,False,,,,,1,2.0,False,False,False,0,True,True,False,True,0,False,False,False,False,False,False,False,False,False,False,0,0,0
1650,C,True,42.0,True,True,P,Spouse,2.0,True,True,True,False,False,False,housewife_or_student,not_working,4.0,False,True,True,False,False,False,0,0,False,False,False,True,False,,,,,0,0.0,False,False,False,3,True,False,False,False,2,False,True,False,False,True,False,False,False,False,False,1,0,0
1651,C,False,39.0,False,True,P,Head,2.0,True,True,True,False,False,True,employed,irregular_seasonal,5.0,True,False,False,False,False,False,1,2,False,False,False,False,False,,,,4.0,2,5.0,True,False,False,1,True,False,False,False,2,False,True,False,False,True,True,False,False,False,False,1,0,1
1652,F,False,43.0,True,True,X,Head,2.0,True,True,True,True,False,True,employed,self_employed,5.0,True,False,False,True,False,False,0,1,False,True,False,False,True,,,,2.0,2,4.0,False,False,False,2,True,True,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0
