dateh;hour;lease;t1;t2;hum;wind_speed;weather_code;weather_code_desc;is_holiday;is_holiday_desc;is_weekend;is_weekend_desc;season_type;season_type_desc
03-04-2016;22:00:00;643;12.5;12.5;79.5;19.5;10;Tormenta;0;No Feriado;1;FdS;0;Primavera
30-05-2016;23:00:00;92;12.5;12.5;82;19.5;4;Nublado;1;Feriado;0;DdS;0;Primavera
01-06-2016;0:00:00;1160;12.5;12.5;91;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
13-10-2016;1:00:00;3279;12.5;12.5;69.5;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
08-12-2016;2:00:00;2450;12.5;12.5;79.5;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
08-03-2015;3:00:00;1390;12;12;69.5;19.5;2;Nubosidad Variable;0;No Feriado;1;FdS;0;Primavera
16-04-2015;4:00:00;3012;12;12;52.5;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
29-07-2015;5:00:00;137;12;12;79.5;19.5;1;Despejado;0;No Feriado;0;DdS;1;Verano
23-09-2015;6:00:00;168;12;12;82;19.5;1;Despejado;0;No Feriado;0;DdS;2;Otono
19-11-2015;7:00:00;111;12;12;77;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
07-12-2015;8:00:00;1710;12;12;82;19.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
28-12-2015;9:00:00;1449;12;12;67;19.5;1;Despejado;1;Feriado;0;DdS;3;Invierno
30-12-2015;10:00:00;196;12;12;79.5;19.5;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
04-04-2016;11:00:00;1020;12;12;67;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
18-04-2016;12:00:00;1075;12;12;54;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
18-04-2016;13:00:00;1575;12;12;54;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
18-04-2016;14:00:00;3533;12;12;52.5;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
13-05-2016;15:00:00;2195;12;12;82;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
02-06-2016;16:00:00;912;12;12;79.5;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
02-07-2016;17:00:00;131;12;12;79.5;19.5;1;Despejado;0;No Feriado;1;FdS;1;Verano
13-10-2016;18:00:00;880;12;12;69.5;19.5;4;Nublado;0;No Feriado;0;DdS;2;Otono
05-03-2015;19:00:00;1007;11.5;11.5;52.5;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
07-03-2015;20:00:00;869;11.5;11.5;60;19.5;1;Despejado;0;No Feriado;1;FdS;0;Primavera
11-03-2015;21:00:00;909;11.5;11.5;56;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
14-04-2015;22:00:00;4196;11.5;11.5;69.5;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
16-04-2015;23:00:00;2111;11.5;11.5;74.5;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
13-05-2015;0:00:00;755;11.5;11.5;79.5;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
10-12-2015;1:00:00;107;11.5;11.5;69.5;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
19-05-2016;2:00:00;105;11.5;11.5;91;19.5;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
24-05-2016;3:00:00;1037;11.5;11.5;65;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
11-04-2015;4:00:00;82;11;11;82;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;0;Primavera
11-04-2015;5:00:00;109;11;11;79.5;19.5;2;Nubosidad Variable;0;No Feriado;1;FdS;0;Primavera
29-05-2015;6:00:00;121;11;11;69.5;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
06-06-2015;7:00:00;169;11;11;74.5;19.5;1;Despejado;0;No Feriado;1;FdS;1;Verano
10-06-2015;8:00:00;138;11;11;67;19.5;4;Nublado;0;No Feriado;0;DdS;1;Verano
15-09-2015;9:00:00;1730;11;11;88;19.5;7;Lluvia;0;No Feriado;0;DdS;2;Otono
23-09-2015;10:00:00;70;11;11;85;19.5;1;Despejado;0;No Feriado;0;DdS;2;Otono
25-11-2015;11:00:00;988;11;11;69.5;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
11-12-2015;12:00:00;139;11;11;82;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
20-12-2015;13:00:00;690;11;11;85;19.5;7;Lluvia;0;No Feriado;1;FdS;3;Invierno
30-12-2015;14:00:00;111;11;11;88;19.5;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
07-01-2016;15:00:00;490;11;11;88;19.5;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
09-01-2016;16:00:00;1106;11;11;77;19.5;7;Lluvia;0;No Feriado;1;FdS;3;Invierno
05-02-2016;17:00:00;208;11;11;82;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
17-03-2016;18:00:00;1180;11;11;44;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
21-03-2016;19:00:00;1023;11;11;54;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
01-04-2016;20:00:00;2608;11;11;50;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
25-05-2016;21:00:00;176;11;11;62;19.5;4;Nublado;0;No Feriado;0;DdS;0;Primavera
02-06-2016;22:00:00;637;11;11;88;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
02-06-2016;23:00:00;1177;11;11;82;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;1;Verano
22-11-2016;0:00:00;1136;11;11;74.5;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
26-01-2015;1:00:00;1844;10.5;9;85;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
13-03-2015;2:00:00;1692;10.5;9;50;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
16-04-2015;3:00:00;690;10.5;9.5;64.5;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
07-05-2015;4:00:00;678;10.5;9;79.5;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
19-05-2015;5:00:00;774;10.5;9;69;19.5;10;Tormenta;0;No Feriado;0;DdS;0;Primavera
19-05-2015;6:00:00;738;10.5;9.5;66.5;19.5;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
09-06-2015;7:00:00;2460;10.5;9.5;69;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;1;Verano
19-11-2015;8:00:00;988;10.5;9.5;82.5;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
30-12-2015;9:00:00;120;10.5;9.5;85;19.5;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
05-02-2016;10:00:00;1530;10.5;9;79.5;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
05-02-2016;11:00:00;1738;10.5;9.5;82.5;19.5;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
24-03-2016;12:00:00;852;10.5;9.5;69;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
31-03-2016;13:00:00;3206;10.5;9.5;60;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
10-11-2016;14:00:00;872;10.5;9;74;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
16-11-2016;15:00:00;390;10.5;9;79.5;19.5;4;Nublado;0;No Feriado;0;DdS;2;Otono
25-11-2016;16:00:00;1036;10.5;9.5;56;19.5;1;Despejado;0;No Feriado;0;DdS;2;Otono
06-01-2015;17:00:00;635;10;7.5;88;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
09-03-2015;18:00:00;1378;10;7.5;82;19.5;4;Nublado;0;No Feriado;0;DdS;0;Primavera
10-03-2015;19:00:00;127;10;7.5;79;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
20-03-2015;20:00:00;512;10;7.5;67;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
29-03-2015;21:00:00;98;10;7.5;88;19.5;7;Lluvia;0;No Feriado;1;FdS;0;Primavera
11-04-2015;22:00:00;548;10;7.5;45;19.5;1;Despejado;0;No Feriado;1;FdS;0;Primavera
17-04-2015;23:00:00;1020;10;7.5;69;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
01-06-2015;0:00:00;226;10;7.5;67;19.5;1;Despejado;0;No Feriado;0;DdS;1;Verano
14-11-2015;1:00:00;285;10;7.5;76;19.5;2;Nubosidad Variable;0;No Feriado;1;FdS;2;Otono
20-11-2015;2:00:00;46;10;7.5;71;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
11-12-2015;3:00:00;2326;10;7.5;71;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
02-01-2016;4:00:00;46;10;7.5;88;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
02-01-2016;5:00:00;43;10;7.5;88;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
02-01-2016;6:00:00;42;10;7.5;88;19.5;4;Nublado;0;No Feriado;1;FdS;3;Invierno
02-01-2016;7:00:00;43;10;7.5;88;19.5;7;Lluvia;0;No Feriado;1;FdS;3;Invierno
24-03-2016;8:00:00;1009;10;7.5;71;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
25-03-2016;9:00:00;718;10;7.5;60;19.5;2;Nubosidad Variable;1;Feriado;0;DdS;0;Primavera
17-11-2016;10:00:00;2108;10;7.5;67;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
22-11-2016;11:00:00;1544;10;7.5;76;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
23-11-2016;12:00:00;3081;10;7.5;82;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
24-11-2016;13:00:00;1554;10;7.5;71;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
23-12-2016;14:00:00;286;10;7.5;82;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
13-03-2015;15:00:00;1948;9.5;6.5;58;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
23-03-2015;16:00:00;910;9.5;7;58;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
18-04-2015;17:00:00;579;9.5;7;62;19.5;1;Despejado;0;No Feriado;1;FdS;0;Primavera
24-11-2015;18:00:00;585;9.5;7;79;19.5;7;Lluvia;0;No Feriado;0;DdS;2;Otono
31-12-2015;19:00:00;62;9.5;7;79;19.5;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
23-01-2016;20:00:00;279;9.5;7;84.5;19.5;7;Lluvia;0;No Feriado;1;FdS;3;Invierno
24-03-2016;21:00:00;1819;9.5;7;71;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
23-04-2016;22:00:00;1856;9.5;7;48.5;19.5;2;Nubosidad Variable;0;No Feriado;1;FdS;0;Primavera
25-04-2016;23:00:00;1873;9.5;7;73.5;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
14-05-2016;0:00:00;284;9.5;7;69;19.5;4;Nublado;0;No Feriado;1;FdS;0;Primavera
11-12-2016;1:00:00;1671;9.5;7;79;19.5;1;Despejado;0;No Feriado;1;FdS;3;Invierno
08-01-2015;2:00:00;1212;9;6;71;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
15-01-2015;3:00:00;1941;9;6;73.5;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
26-01-2015;4:00:00;33;9;6;87;19.5;4;Nublado;0;No Feriado;0;DdS;3;Invierno
26-01-2015;5:00:00;884;9;6;64;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
27-01-2015;6:00:00;977;9;6;66;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
16-03-2015;7:00:00;857;9;6;66;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
29-04-2015;8:00:00;2288;9;6;76;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
14-05-2015;9:00:00;54;9;6;87;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
30-05-2015;10:00:00;188;9;6;76;19.5;1;Despejado;0;No Feriado;1;FdS;0;Primavera
13-11-2015;11:00:00;749;9;6;66;19.5;1;Despejado;0;No Feriado;0;DdS;2;Otono
24-11-2015;12:00:00;19;9;6;87;19.5;7;Lluvia;0;No Feriado;0;DdS;2;Otono
24-11-2015;13:00:00;626;9;6;79;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
31-12-2015;14:00:00;349;9;6;79;19.5;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
07-01-2016;15:00:00;35;9;6;82;19.5;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
10-02-2016;16:00:00;900;9;6;62;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
24-03-2016;17:00:00;1369;9;6;87;19.5;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
24-03-2016;18:00:00;679;9;6;87;19.5;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
06-04-2016;19:00:00;146;9;6;62;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
06-04-2016;20:00:00;100;9;6;58;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
19-04-2016;21:00:00;822;9;6;82;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
22-04-2016;22:00:00;52;9;6;62;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
22-04-2016;23:00:00;2002;9;6;73.5;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
05-11-2016;0:00:00;1495;9;6;58;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
07-11-2016;1:00:00;558;9;6;66;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
10-11-2016;2:00:00;906;9;6;82;19.5;7;Lluvia;0;No Feriado;0;DdS;2;Otono
25-01-2015;3:00:00;1478;8.5;5.5;62;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
18-02-2015;4:00:00;963;8.5;5.5;60;19.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
06-03-2015;5:00:00;1788;8.5;5.5;64;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
04-04-2015;6:00:00;1108;8.5;5.5;68.5;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;0;Primavera
30-04-2015;7:00:00;2273;8.5;5.5;71;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
10-01-2016;8:00:00;1721;8.5;5.5;71;19.5;2;Nubosidad Variable;0;No Feriado;1;FdS;3;Invierno
22-01-2016;9:00:00;388;8.5;5.5;79;19.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
04-03-2016;10:00:00;1055;8.5;5.5;49.5;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
08-03-2016;11:00:00;1435;8.5;5.5;64;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
09-03-2016;12:00:00;578;8.5;5.5;87;19.5;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
24-04-2016;13:00:00;1740;8.5;5.5;46.5;19.5;2;Nubosidad Variable;0;No Feriado;1;FdS;0;Primavera
07-11-2016;14:00:00;409;8.5;5.5;68.5;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
21-12-2016;15:00:00;54;8.5;5.5;90;19.5;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
06-01-2015;16:00:00;1184;8;5;68.5;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
07-01-2015;17:00:00;763;8;5;82;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
25-01-2015;18:00:00;875;8;5;71;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
25-01-2015;19:00:00;810;8;5;73.5;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
25-01-2015;20:00:00;566;8;5;76;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
27-01-2015;21:00:00;1001;8;5;64;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
13-02-2015;22:00:00;864;8;5;82;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
14-02-2015;23:00:00;1212;8;5;87;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
18-02-2015;0:00:00;2651;8;5;68.5;19.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
19-02-2015;1:00:00;1271;8;5;87;19.5;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
16-03-2015;2:00:00;1312;8;5;71;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
17-04-2015;3:00:00;482;8;5;73.5;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
24-11-2015;4:00:00;315;8;5;84.5;19.5;1;Despejado;0;No Feriado;0;DdS;2;Otono
25-11-2015;5:00:00;169;8;5;87;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;2;Otono
31-12-2015;6:00:00;369;8;5;73.5;19.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
10-01-2016;7:00:00;57;8;5;71;19.5;2;Nubosidad Variable;0;No Feriado;1;FdS;3;Invierno
10-02-2016;8:00:00;908;8;5;64;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
15-03-2016;9:00:00;2768;8;5;82;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
20-04-2016;10:00:00;744;8;5;79;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
26-04-2016;11:00:00;819;8;5;53;19.5;10;Tormenta;0;No Feriado;0;DdS;0;Primavera
27-04-2016;12:00:00;842;8;5;48;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
05-11-2016;13:00:00;985;8;5;62;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
06-11-2016;14:00:00;1406;8;5;62;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;2;Otono
24-11-2016;15:00:00;580;8;5;76;19.5;1;Despejado;0;No Feriado;0;DdS;2;Otono
13-02-2015;16:00:00;3205;7.5;4.5;84.5;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
16-03-2015;17:00:00;2760;7.5;4.5;73.5;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
21-03-2015;18:00:00;794;7.5;4.5;73.5;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;0;Primavera
11-01-2016;19:00:00;646;7.5;4.5;81.5;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
19-02-2016;20:00:00;957;7.5;4.5;68.5;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
28-01-2015;21:00:00;190;7;4;73.5;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
13-03-2015;22:00:00;1229;7;3.5;73.5;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
15-03-2015;23:00:00;1153;7;3.5;76;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;0;Primavera
26-03-2015;0:00:00;1251;7;4;90;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
24-11-2015;1:00:00;80;7;4;84;19.5;7;Lluvia;0;No Feriado;0;DdS;2;Otono
10-01-2016;2:00:00;229;7;4;76;19.5;1;Despejado;0;No Feriado;1;FdS;3;Invierno
11-01-2016;3:00:00;252;7;3.5;84;19.5;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
30-01-2016;4:00:00;1110;7;4;53;19.5;2;Nubosidad Variable;0;No Feriado;1;FdS;3;Invierno
03-02-2016;5:00:00;1482;7;4;66;19.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
07-02-2016;6:00:00;95;7;4;76;19.5;1;Despejado;0;No Feriado;1;FdS;3;Invierno
08-03-2016;7:00:00;1240;7;4;84;19.5;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
08-03-2016;8:00:00;757;7;4;87;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
16-03-2016;9:00:00;878;7;3.5;71;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
16-03-2016;10:00:00;679;7;4;73.5;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
29-03-2016;11:00:00;609;7;3.5;87;19.5;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
25-04-2016;12:00:00;2707;7;3.5;81;19.5;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
03-12-2016;13:00:00;1226;7;4;68.5;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
27-03-2015;14:00:00;1709;6.5;3.5;68.5;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
28-04-2015;15:00:00;2416;6.5;3;71;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
28-01-2016;16:00:00;12;6.5;3.5;68.5;19.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
15-02-2016;17:00:00;869;6.5;3;59;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
16-02-2016;18:00:00;1457;6.5;3.5;59;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
06-03-2016;19:00:00;1434;6.5;3;63.5;19.5;2;Nubosidad Variable;0;No Feriado;1;FdS;0;Primavera
13-01-2015;20:00:00;1548;6;2.5;76;19.5;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
16-01-2015;21:00:00;795;6;2.5;76;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
30-01-2015;22:00:00;911;6;2.5;71;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
19-02-2015;23:00:00;109;6;2.5;81;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
19-02-2015;0:00:00;50;6;2.5;76;19.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
21-02-2015;1:00:00;1386;6;2.5;66;19.5;4;Nublado;0;No Feriado;1;FdS;3;Invierno
21-02-2015;2:00:00;1530;6;2.5;68.5;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
01-03-2015;3:00:00;148;6;2.5;73.5;19.5;2;Nubosidad Variable;0;No Feriado;1;FdS;0;Primavera
26-03-2015;4:00:00;59;6;2.5;81;19.5;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
28-04-2015;5:00:00;35;6;2.5;76;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
13-01-2016;6:00:00;874;6;2.5;71;19.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
31-01-2016;7:00:00;245;6;2.5;71;19.5;1;Despejado;0;No Feriado;1;FdS;3;Invierno
31-01-2016;8:00:00;244;6;2.5;71;19.5;1;Despejado;0;No Feriado;1;FdS;3;Invierno
27-02-2016;9:00:00;941;6;2.5;57;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
01-03-2016;10:00:00;29;6;2.5;73.5;19.5;7;Lluvia;0;No Feriado;0;DdS;0;Primavera
07-03-2016;11:00:00;658;6;2.5;57;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;0;Primavera
07-11-2016;12:00:00;119;6;2.5;81;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;2;Otono
30-01-2015;13:00:00;1940;5.5;1.5;66;19.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
22-02-2015;14:00:00;871;5.5;1.5;70.5;19.5;1;Despejado;0;No Feriado;1;FdS;3;Invierno
14-03-2015;15:00:00;452;5.5;1.5;73.5;19.5;1;Despejado;0;No Feriado;1;FdS;0;Primavera
02-02-2016;16:00:00;238;5.5;1.5;73.5;19.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
03-03-2016;17:00:00;2000;5.5;1.5;68;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;0;Primavera
10-01-2015;18:00:00;334;5;1;66;19.5;1;Despejado;0;No Feriado;1;FdS;3;Invierno
13-01-2015;19:00:00;340;5;1;70;19.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
23-01-2015;20:00:00;1005;5;1;66;19.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
05-02-2015;21:00:00;748;5;1;65.5;19.5;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
19-02-2015;22:00:00;39;5;1;76;19.5;2;Nubosidad Variable;0;No Feriado;0;DdS;3;Invierno
28-04-2015;23:00:00;109;5;1;81;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
13-01-2016;0:00:00;2060;5;1;73;19.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
14-01-2016;1:00:00;45;5;1;87;19.5;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
03-02-2016;2:00:00;56;5;1;78.5;19.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
12-02-2016;3:00:00;856;5;1;84;19.5;3;Parcialmente Nublado;0;No Feriado;0;DdS;3;Invierno
14-02-2016;4:00:00;1310;5;1;55;19.5;2;Nubosidad Variable;0;No Feriado;1;FdS;3;Invierno
27-02-2016;5:00:00;682;5;1;57;19.5;4;Nublado;0;No Feriado;1;FdS;3;Invierno
27-02-2016;6:00:00;655;5;1;59;19.5;4;Nublado;0;No Feriado;1;FdS;3;Invierno
27-04-2016;7:00:00;55;5;1;76;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
06-11-2016;8:00:00;342;5;1;70;19.5;1;Despejado;0;No Feriado;1;FdS;2;Otono
09-11-2016;9:00:00;91;5;1;87;19.5;7;Lluvia;0;No Feriado;0;DdS;2;Otono
01-02-2015;10:00:00;724;4.5;0.5;61;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
26-04-2016;11:00:00;2333;4.5;0.5;63;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
30-01-2015;12:00:00;45;4;0;78;19.5;7;Lluvia;0;No Feriado;0;DdS;3;Invierno
01-02-2015;13:00:00;624;4;0;61;19.5;3;Parcialmente Nublado;0;No Feriado;1;FdS;3;Invierno
02-03-2015;14:00:00;496;4;0;81;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
04-03-2015;15:00:00;97;4;0;81;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
15-01-2016;16:00:00;1984;4;0;72.5;19.5;1;Despejado;0;No Feriado;0;DdS;3;Invierno
27-02-2016;17:00:00;318;4;0;70;19.5;4;Nublado;0;No Feriado;1;FdS;3;Invierno
04-03-2016;18:00:00;1660;4;0;75;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
26-04-2016;19:00:00;123;4;0;65;19.5;1;Despejado;0;No Feriado;0;DdS;0;Primavera
31-01-2015;20:00:00;521;3.5;-0.5;90;19.5;7;Lluvia;0;No Feriado;1;FdS;3;Invierno
